4000260;Система-Сервис СОЛ;1;2;2;6;5;8;10;7;9;9;11;17;13;12;15;16;15;14;15;13;13;15;21;29;16;14;14;17;9;13;1;10;10;5;6;8;11;14;8;4;4;11;6;11;10;14;13;13;10;11;4;4;9;2;3;9;8;5;2;6;1;1;8;4;;1;1;;3;1;;
4000261;Сотрудник;3;7;7;8;16;6;8;12;21;18;20;34;9;5;15;15;11;12;11;12;17;21;18;30;11;15;14;14;17;20;16;15;16;13;15;28;7;12;10;17;15;12;21;14;14;17;25;28;9;12;14;5;7;4;7;13;12;18;13;16;17;17;15;21;10;9;9;22;10;13;7;14
4000262;Стайл;1;2;5;1;2;1;4;2;3;3;4;13;7;9;10;9;7;11;17;14;11;6;5;21;73;12;17;11;12;26;24;35;22;19;30;28;21;18;17;17;14;9;23;19;22;12;17;11;12;11;8;11;12;13;25;19;15;22;14;21;18;17;17;31;18;13;20;14;19;35;31;39
4000264;Бизнес компьютер;1;3;1;2;5;3;;;3;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4000266;Энергокомплект;10;7;5;4;5;;;;;;;;2;1;2;1;;;;1;1;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4001017;Мастер-Сервис;3;3;3;5;6;5;9;10;7;5;6;14;12;12;9;7;5;7;4;15;5;11;13;20;11;12;10;8;4;6;6;8;5;10;12;7;6;5;8;7;9;6;11;3;5;5;6;6;5;6;6;10;6;8;8;5;5;9;8;11;4;6;7;10;4;4;5;5;7;10;8;23
4001033;Кондрашук В.А.;;;;;;2;;;1;1;2;;2;1;;;1;;1;;;1;1;1;1;;;;1;1;;1;2;;1;;;1;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
41;ГОТИКА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;1;2;;;2;;2;;;2;;1;4;;;;6;2;;3;1
4275;ЯЯФормат-Мастер;3;8;15;9;7;8;10;11;12;6;6;8;1;9;10;6;4;7;9;9;9;8;9;21;4;14;6;10;8;14;11;6;6;8;17;15;4;6;3;5;6;6;4;7;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
4345;ООО ``Новаком-Тюмень``;1;1;3;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4729;Софтинком;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4844;Анкомп;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5087;CTI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;
5963;ВЕТЕР;1;2;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6720;Корпорация ТрансУрал;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;
71;Корус АКС;1;2;2;3;4;4;6;5;7;10;14;19;7;10;19;20;13;11;14;17;28;16;10;19;8;22;27;16;14;27;27;33;19;23;28;43;13;23;21;25;24;17;19;19;25;37;43;46;24;30;29;18;16;15;14;16;26;16;12;20;4;11;9;11;12;5;13;13;5;6;8;15
7647;Тул-Нотис;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;15;9;9;10;9;;;;;;
7658;Техсоюз (г. Сургут);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;31;18;36;38;43;41;40;25
7796;Ярс-Тензор Компания;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;51;43;50;66;52;62;62;51;53;60;;;;;;
8001070;ЯЯФемида;;1;2;2;3;1;1;2;;1;3;1;;3;1;2;;1;1;;;1;1;1;;1;;1;;;;;;;;;;;2;2;;;;1;1;;1;;;1;1;;;;;;;;;;;;;;;;;;;;;
8001189;Дискавери;;;;1;1;;;;1;;;1;;;;1;1;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8001202;Халин С.А.  - NetCom;1;2;7;8;1;4;1;2;3;2;1;10;11;7;9;6;4;1;4;4;1;;2;3;;6;;4;9;7;1;6;;;;7;4;4;4;6;4;13;5;11;4;1;1;1;3;1;;1;3;1;;;;2;1;2;;;;;;2;2;1;1;;;
8001245;ЯЯШаблон;1;1;3;1;1;1;1;3;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;3;1;3;3;2;3;1;2;1;2;2;2;1;4;1;1;1;2;2;1;;;1;;;3;;;;;;;;;;;;;;;;;
8001278;СофтИндустрия;;;3;1;3;1;1;2;1;3;1;2;2;5;4;1;2;;;2;;2;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8001294;ЭлТехКом;1;2;1;1;1;;;;1;3;2;;;;;2;1;1;1;1;1;;;1;2;1;4;;;1;2;;1;1;1;1;;;1;;;;2;;;1;;;;;;1;3;1;;;;;1;;;;;;;;;;;;;
8001303;Прокси Лимитед;1;1;1;3;3;;2;1;1;1;2;2;1;;;;;1;1;1;1;;2;1;;1;2;4;1;1;1;2;2;1;;1;2;2;1;;;1;1;1;2;1;3;1;1;1;2;;3;2;;;;;1;1;3;1;1;1;2;3;3;2;2;;;1
8001339;Новикова Н.М.;10;6;4;3;2;6;8;3;12;11;10;7;7;9;22;12;9;16;17;20;16;13;16;19;8;18;19;17;16;19;27;33;26;25;29;28;30;26;31;37;24;37;36;58;60;72;56;46;29;16;25;18;14;16;15;16;;;;;;;;;;;;;;;;
8001359;ПЦН;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8001415;ЭКО-Дэйт;2;5;4;6;3;4;8;11;16;13;11;15;25;25;37;37;31;26;55;52;51;51;70;58;37;41;89;85;70;124;124;221;158;85;116;54;30;42;48;43;45;57;59;51;41;51;51;65;30;42;47;52;48;47;40;43;35;41;43;50;22;39;46;29;44;32;44;31;25;23;20;28
8001417;Скороспешкин Ю.М.;1;5;6;9;3;2;1;4;3;2;2;3;1;2;2;3;3;4;1;;2;1;;;1;;2;2;2;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
